time_key,prototype_col,Time_mapping,time_key_mpl,PBL_MPL_m,rmin_m,rmax_m,rmin_used_m,rmax_used_m,PBL_TR40_m,Chosen_mode,HWCT_peak_chosen,Delta_TR40_minus_MPL_m,NRB_all_nan,FFT_fc_cycles_per_m,FFT_order,FFT_pad_frac,HWCT_smooth_win_bins,HWCT_tol_m
0005,00.05,exact,0005,2128.5264,1828.5264,2428.5264,1828.5264,2428.5264,2036.25,positive,0.019071669700705285,-92.2764000000002,False,0.0125,6,0.1,7,22.5
0035,00.35,exact,0035,2128.5264,1828.5264,2428.5264,1828.5264,2428.5264,2351.25,positive,0.007007721553425911,222.7235999999998,False,0.0125,6,0.1,7,22.5
0105,01.05,exact,0105,2128.5264,1828.5264,2428.5264,1828.5264,2428.5264,1987.5,positive,0.006976243055520248,-141.0264000000002,False,0.0125,6,0.1,7,22.5
0135,01.35,exact,0135,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2100.0,positive,0.03749592317895245,181.3282999999999,False,0.0125,6,0.1,7,22.5
0205,02.05,exact,0205,2128.5264,1828.5264,2428.5264,1828.5264,2428.5264,2298.75,positive,0.0078118791734733545,170.2235999999998,False,0.0125,6,0.1,7,22.5
0235,02.35,exact,0235,2098.5472,1798.5472,2398.5472,1798.5472,2398.5472,2006.25,positive,0.019554879203166675,-92.29719999999998,False,0.0125,6,0.1,7,22.5
0305,03.05,exact,0305,1738.7962,1438.7962,2038.7962,1438.7962,2038.7962,2021.25,positive,0.05186480851511971,282.4538,False,0.0125,6,0.1,7,22.5
0335,03.35,exact,0335,2038.5888,1738.5887999999998,2338.5887999999995,1738.5887999999998,2338.5887999999995,2066.25,positive,0.1988475555582625,27.661200000000008,False,0.0125,6,0.1,7,22.5
0405,04.05,exact,0405,2068.568,1768.5679999999998,2368.568,1768.5679999999998,2368.568,2066.25,positive,0.42453961283171837,-2.318000000000211,False,0.0125,6,0.1,7,22.5
0435,04.35,exact,0435,1858.7133,1558.7133,2158.7133000000003,1558.7133,2158.7133000000003,2006.25,positive,0.08172071364863653,147.5367000000001,False,0.0125,6,0.1,7,22.5
0505,05.05,exact,0505,1888.6925,1588.6925,2188.6925,1588.6925,2188.6925,2055.0,positive,0.34680342649817597,166.3074999999999,False,0.0125,6,0.1,7,22.5
0535,05.35,exact,0535,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2070.0,positive,0.39067497602078893,121.34899999999993,False,0.0125,6,0.1,7,22.5
0605,06.05,exact,0605,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1998.75,positive,0.11330643056624545,80.0782999999999,False,0.0125,6,0.1,7,22.5
0635,06.35,exact,0635,1798.7548,1498.7548,2098.7547999999997,1498.7548,2098.7547999999997,2006.25,positive,0.12328865554997337,207.49520000000007,False,0.0125,6,0.1,7,22.5
0705,07.05,exact,0705,1888.6925,1588.6925,2188.6925,1588.6925,2188.6925,2043.75,positive,0.4360498443519754,155.0574999999999,False,0.0125,6,0.1,7,22.5
0735,07.35,exact,0735,1978.6303,1678.6303,2278.6303,1678.6303,2278.6303,2021.25,positive,0.07133646375703608,42.619699999999966,False,0.0125,6,0.1,7,22.5
0805,08.05,exact,0805,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2036.25,positive,0.10179181827593922,87.59899999999993,False,0.0125,6,0.1,7,22.5
0835,08.35,exact,0835,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2051.25,positive,0.06546967258276724,132.5782999999999,False,0.0125,6,0.1,7,22.5
0905,09.05,exact,0905,2068.568,1768.5679999999998,2368.568,1768.5679999999998,2368.568,1890.0,positive,0.0030342231697729812,-178.5680000000002,False,0.0125,6,0.1,7,22.5
0935,09.35,exact,0935,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,1991.25,positive,0.007195787393691577,72.5782999999999,False,0.0125,6,0.1,7,22.5
1005,10.05,exact,1005,1888.6925,1588.6925,2188.6925,1588.6925,2188.6925,2092.5,positive,0.002255180925882151,203.8074999999999,False,0.0125,6,0.1,7,22.5
1035,10.35,exact,1035,1798.7548,1498.7548,2098.7547999999997,1498.7548,2098.7547999999997,2055.0,positive,0.002395609557943266,256.24520000000007,False,0.0125,6,0.1,7,22.5
1105,11.05,exact,1105,2068.568,1768.5679999999998,2368.568,1768.5679999999998,2368.568,2253.75,positive,0.006408053518667188,185.1819999999998,False,0.0125,6,0.1,7,22.5
1135,11.35,exact,1135,2038.5888,1738.5887999999998,2338.5887999999995,1738.5887999999998,2338.5887999999995,2107.5,positive,0.004467954791592485,68.91120000000001,False,0.0125,6,0.1,7,22.5
1205,12.05,exact,1205,1978.6303,1678.6303,2278.6303,1678.6303,2278.6303,2253.75,positive,0.00492305557792574,275.11969999999997,False,0.0125,6,0.1,7,22.5
1235,12.35,exact,1235,2248.4434,1948.4434,2548.4434,1948.4434,2548.4434,2118.75,positive,0.0032404994904625356,-129.6934000000001,False,0.0125,6,0.1,7,22.5
1305,13.05,exact,1305,2218.4640999999997,1918.4640999999997,2518.4640999999997,1918.4640999999997,2518.4640999999997,2107.5,positive,0.015688265208546756,-110.96409999999969,False,0.0125,6,0.1,7,22.5
1335,13.35,exact,1335,2188.485,1888.485,2488.485,1888.485,2488.485,2070.0,positive,0.016938191394686178,-118.48500000000013,False,0.0125,6,0.1,7,22.5
1405,14.05,exact,1405,2158.5057,1858.5057,2458.5057,1858.5057,2458.5057,2062.5,positive,0.053468606453295514,-96.00570000000016,False,0.0125,6,0.1,7,22.5
1435,14.35,exact,1435,2248.4434,1948.4434,2548.4434,1948.4434,2548.4434,2310.0,positive,0.00352340979681144,61.55659999999989,False,0.0125,6,0.1,7,22.5
1505,15.05,exact,1505,2218.4640999999997,1918.4640999999997,2518.4640999999997,1918.4640999999997,2518.4640999999997,2370.0,positive,0.004043247573211935,151.5359000000003,False,0.0125,6,0.1,7,22.5
1535,15.35,exact,1535,2128.5264,1828.5264,2428.5264,1828.5264,2428.5264,2163.75,positive,0.003892064040390643,35.223599999999806,False,0.0125,6,0.1,7,22.5
1605,16.05,exact,1605,2278.4226,1978.4226,2578.4226,1978.4226,2578.4226,2280.0,positive,0.006211298264898739,1.5774000000001251,False,0.0125,6,0.1,7,22.5
1635,16.35,exact,1635,2128.5264,1828.5264,2428.5264,1828.5264,2428.5264,2388.75,positive,0.0029852414986235453,260.2235999999998,False,0.0125,6,0.1,7,22.5
1705,17.05,exact,1705,2338.3813,2038.3813,2638.3813,2038.3813,2638.3813,2595.0,positive,0.0032263481792349225,256.6187,False,0.0125,6,0.1,7,22.5
1735,17.35,exact,1735,2338.3813,2038.3813,2638.3813,2038.3813,2638.3813,,no_data,,,True,0.0125,6,0.1,7,22.5
1805,18.05,exact,1805,2308.402,2008.402,2608.402,2008.402,2608.402,2418.75,positive,0.003566149550557183,110.34799999999996,False,0.0125,6,0.1,7,22.5
1835,18.35,exact,1835,2338.3813,2038.3813,2638.3813,2038.3813,2638.3813,2235.0,positive,0.028111899467821666,-103.38130000000001,False,0.0125,6,0.1,7,22.5
1905,19.05,exact,1905,1948.651,1648.6509999999998,2248.651,1648.6509999999998,2248.651,2246.25,positive,0.02895655839619815,297.59899999999993,False,0.0125,6,0.1,7,22.5
1935,19.35,exact,1935,2308.402,2008.402,2608.402,2008.402,2608.402,2133.75,positive,0.006729574192544718,-174.65200000000004,False,0.0125,6,0.1,7,22.5
2005,20.05,exact,2005,1978.6303,1678.6303,2278.6303,1678.6303,2278.6303,2208.75,positive,0.01666387928687091,230.11969999999997,False,0.0125,6,0.1,7,22.5
2035,20.35,exact,2035,2008.6095,1708.6095,2308.6095,1708.6095,2308.6095,2306.25,positive,0.35166095514619033,297.6405,False,0.0125,6,0.1,7,22.5
2105,21.05,exact,2105,2188.485,1888.485,2488.485,1888.485,2488.485,2317.5,positive,0.4424247496207204,129.01499999999987,False,0.0125,6,0.1,7,22.5
2135,21.35,exact,2135,2098.5472,1798.5472,2398.5472,1798.5472,2398.5472,2328.75,positive,0.4375763168694856,230.20280000000002,False,0.0125,6,0.1,7,22.5
2205,22.05,exact,2205,2218.4640999999997,1918.4640999999997,2518.4640999999997,1918.4640999999997,2518.4640999999997,2313.75,positive,0.41068230899462677,95.28590000000031,False,0.0125,6,0.1,7,22.5
2235,22.35,exact,2235,2068.568,1768.5679999999998,2368.568,1768.5679999999998,2368.568,2306.25,positive,0.42531506375488964,237.6819999999998,False,0.0125,6,0.1,7,22.5
2305,23.05,exact,2305,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2208.75,positive,0.014519284479945709,290.0782999999999,False,0.0125,6,0.1,7,22.5
2335,23.35,exact,2335,1918.6717,1618.6717,2218.6717,1618.6717,2218.6717,2216.25,positive,0.01520566538791912,297.5782999999999,False,0.0125,6,0.1,7,22.5
